#auto generated file!
19;5;2;1;0;0;2941;686;38;198.90073321793594;202.16580838702848;0.45654396920281
20;5;2;1;0;0;2422;4141;5;201.70926441782566;204.4375998888904;0.45654396920281
21;5;2;1;0;0;1932;577;33;203.98105591968758;228.530690563361;0.45654396920281
22;5;2;1;0;0;6321;1879;9;228.07414659415818;228.60129164496252;0.45654396920281
23;5;2;1;0;0;2348;911;7;228.1447476757597;231.29326024646906;0.45654396920281
24;5;2;1;0;0;1290;2643;8;230.83671627726625;232.8953653970545;0.45654396920281
25;5;2;1;0;0;687;98;46;232.43882142785168;237.58874201310147;0.45654396920281
26;5;2;1;0;0;2179;1259;61;237.13219804389865;239.80756753281057;0.45654396920281
27;5;2;1;0;0;917;362;104;239.35102356360775;247.1405741398587;0.45654396920281
28;5;2;1;0;0;4089;478;3;246.6840301706559;247.6219821642076;0.45654396920281
29;5;2;1;0;0;447;4588;4;247.16543819500478;252.7975077035184;0.45654396920281
30;5;2;1;0;0;3742;842;14;252.34096373431558;285.0134100635951;0.45654396920281
31;5;2;1;0;0;3002;1674;23;284.55686609439226;292.97936490380124;0.45654396920281
32;5;2;1;0;0;382;1851;12;284.5590891158135;292.97936490380124;0.45654396920281
33;5;2;1;0;0;10561;1427;3;292.5228209345984;296.0143551818472;0.45654396920281
34;5;2;1;0;0;4647;24;30;295.55781121264437;299.3760618030057;0.45654396920281
35;5;2;1;0;0;1327;1336;1;298.9195178338029;305.38447788658806;0.45654396920281
36;5;2;1;0;0;4960;1020;56;304.92793391738525;305.81642717676954;0.45654396920281
37;5;2;1;0;0;176;4269;11;305.3598832075667;311.37128450015257;0.45654396920281
38;5;2;1;0;0;3;1739;55;310.91474053094976;315.5191470978078;0.45654396920281
39;5;2;1;0;0;2133;1427;34;315.06260312860496;318.1742188429105;0.45654396920281
40;5;2;1;0;0;833;1587;22;317.71767487370767;341.3491319540711;0.45654396920281
41;5;2;1;0;0;2282;569;99;340.89258798486827;344.378267884284;0.45654396920281
42;5;2;1;0;0;475;1124;6;343.9217239150812;371.6090508749659;0.45654396920281
43;5;2;1;0;0;2210;6187;6;371.15250690576306;376.87265152327035;0.45654396920281
44;5;2;1;0;0;2382;3899;9;376.41610755406754;381.8888771962593;0.45654396920281
45;5;2;1;0;0;1910;1939;26;381.43233322705646;384.74735995458485;0.45654396920281
46;5;2;1;0;0;316;906;45;384.29081598538204;402.6438335229734;0.45654396920281
47;5;2;1;0;0;497;957;42;402.1872895537706;404.41390177890605;0.45654396920281
48;5;2;1;0;0;452;4113;4;403.95735780970324;405.803015922405;0.45654396920281
49;5;2;1;0;0;1743;394;6;405.3464719532022;407.66375579579557;0.45654396920281
50;5;2;1;0;0;456;725;37;407.20721182659275;430.79026253891726;0.45654396920281
51;5;2;1;0;0;1342;2683;13;430.33371856971445;479.412863738713;0.45654396920281
52;5;2;1;0;0;828;1038;139;478.9563197695102;482.22157846679346;0.45654396920281
53;5;2;1;0;0;4088;902;4;481.76503449759065;504.0845999552221;0.45654396920281
54;5;2;1;0;0;1568;2955;42;503.62805598601926;505.2077804284472;0.45654396920281
55;5;2;1;0;0;209;1335;5;504.7512364592444;527.7067149555951;0.45654396920281
56;5;2;1;0;0;2245;797;2;527.2501709863923;530.3953201904097;0.45654396920281
57;5;2;1;0;0;1069;4204;9;529.9387762212069;530.9803080883286;0.45654396920281
58;5;2;1;0;0;1586;223;1;530.5237641191258;548.5114169160885;0.45654396920281
59;5;2;1;0;0;16;529;69;548.0548729468857;565.2618520661786;0.45654396920281
60;5;2;1;0;0;3077;913;19;564.8053080969758;565.4166526378241;0.45654396920281
61;5;2;1;0;0;1807;542;84;564.9601086686213;585.3865068414497;0.45654396920281
62;5;2;1;0;0;2192;3101;28;584.9299628722468;586.5840579731519;0.45654396920281
63;5;2;1;0;0;400;1014;31;586.127514003949;589.703192153739;0.45654396920281
64;5;2;1;0;0;300;1402;5;589.2466481845362;598.0674525727463;0.45654396920281
65;5;2;1;0;0;962;3979;43;597.6109086035435;609.0378550305558;0.45654396920281
66;5;2;1;0;0;46;1316;1;608.581311061353;613.424671356606;0.45654396920281
67;5;2;1;0;0;1150;1158;17;612.9681273874032;618.5949856758477;0.45654396920281
68;5;2;1;0;0;2200;2035;29;618.1384417066449;618.903617440278;0.45654396920281
