SCHOOL_ID,Y,X
400009,41.80757851,-87.74009744
400010,41.79612151,-87.62584904
400011,41.87724835,-87.70523453
400012,41.77080225,-87.63547157
400013,41.93729829,-87.72709566
400015,41.91249761,-87.69552183
400017,41.96640567,-87.72182467
400018,41.88420467,-87.76189102
400019,41.81927661,-87.6266218
400020,41.85855329,-87.70769852
400021,41.88232222,-87.76532198
400022,41.89937657,-87.69494501
400023,41.74317942,-87.58792764
400024,41.79404286,-87.67024266
400025,41.92241463,-87.68135796
400026,41.72024642,-87.65756106
400027,41.95089128,-87.71049243
400028,41.68443304,-87.61688838
400029,41.78361685,-87.62206845
400030,41.9216875,-87.77674854
400031,41.74536545,-87.6926144
400032,41.74838241,-87.66897964
400033,41.72122143,-87.65576813
400034,41.99024501,-87.72650426
400035,42.01303149,-87.67481842
400036,41.88055011,-87.64977248
400038,41.86495226,-87.72502202
400039,41.90677064,-87.69436445
400040,41.86207686,-87.71764198
400041,41.89731303,-87.72195904
400042,41.86931848,-87.71030188
400043,41.88336203,-87.66807695
400044,41.85836974,-87.72107065
400045,41.69804049,-87.63105815
400046,41.86727271,-87.71067948
400047,41.87786063,-87.69873872
400048,41.87468714,-87.68656837
400049,41.85685916,-87.73034815
400050,41.82569976,-87.66772404
400051,41.90019052,-87.66262778
400052,41.76408299,-87.60197357
400053,41.89528219,-87.664483
400054,41.91521411,-87.73012672
400055,41.89242501,-87.66085887
400056,41.89536226,-87.71804677
400057,41.86581741,-87.67611093
400058,41.85856355,-87.70898711
400059,41.86414584,-87.7006806
400060,41.98337144,-87.67116042
400061,41.74596083,-87.65204509
400062,41.74594902,-87.65065702
400064,41.85599911,-87.6285309
400066,41.82778386,-87.62478772
400068,41.87276043,-87.76333693
400069,41.89255017,-87.70779647
400070,41.90307018,-87.66354081
400071,41.77536737,-87.66399583
400072,41.75245849,-87.60025455
400073,41.80430933,-87.62501515
400074,41.76739011,-87.66763901
400075,41.82772608,-87.60850078
400076,41.81118287,-87.59878627
400077,41.7781297,-87.59811392
400078,41.8135473,-87.60842562
400079,41.81013479,-87.73049512
400080,41.80819981,-87.73045044
400081,41.85950401,-87.66794917
400082,41.93747578,-87.69959365
400083,41.85003541,-87.6925509
400084,41.79993019,-87.69386164
400085,41.80917079,-87.73046685
400086,41.78149782,-87.63435669
400087,41.84454381,-87.6187238
400089,41.80830882,-87.6973941
