SCHOOL_ID,Y,X,Altitude,dx,dy
610502,41.87912346,-87.68831372,0,2,2
610503,41.86697963,-87.72724438,0,2,2
610504,41.82777491,-87.67754185,0,2,2
610506,41.7814849,-87.63301879,0,2,2
610513,41.82814532,-87.63275698,0,2,2
610518,41.88599329,-87.76191637,0,2,2
610520,41.90291446,-87.67369603,0,2,2
610521,41.77122111,-87.66652988,0,2,2
610523,41.99423795,-87.81377123,0,2,2
610524,41.93579456,-87.68056201,0,2,2
610529,41.89354764,-87.65940468,0,2,2
610530,41.76775511,-87.5903961,0,2,2
610532,41.79347933,-87.71136992,0,2,2
610533,41.92131758,-87.76578057,0,2,2
610534,41.90510912,-87.6448415,0,2,2
610539,41.93493062,-87.77012726,0,2,2
610541,41.94002591,-87.72478312,0,2,2
610542,42.00295899,-87.70591721,0,2,2
610543,41.79520056,-87.71105882,0,2,2
610544,41.77107907,-87.73992023,0,2,2
610547,41.75879166,-87.57635264,0,2,2
610548,41.86857588,-87.66496913,0,2,2
610555,41.89567773,-87.75406405,0,2,2
610557,41.73523902,-87.70406007,0,2,2
610558,41.7537498,-87.70734535,0,2,2
610559,41.80649141,-87.68977977,0,2,2
610561,41.87694744,-87.68330135,0,2,2
610563,41.80841254,-87.67754137,0,2,2
610564,41.95248767,-87.72136351,0,2,2
610565,41.76389597,-87.64912435,0,2,2
610566,41.86647785,-87.70660368,0,2,2
610567,41.69515984,-87.64269697,0,2,2
610568,41.93943321,-87.70520632,0,2,2
610569,42.01717124,-87.80668177,0,2,2
610570,41.78302658,-87.68363453,0,2,2
610571,41.874673,-87.68784229,0,2,2
610574,41.75201588,-87.57588303,0,2,2
610582,41.76872909,-87.64628398,0,2,2
610580,41.90292503,-87.68788899,0,2,2
400168,41.74267138,-87.5599069,0,2,2
610572,41.75311714,-87.55051276,0,2,2
609774,41.92984985,-87.64641314,0,2,2
610184,41.84774672,-87.70018447,0,2,2
610101,41.89997649,-87.62929657,0,2,2
610515,41.95046051,-87.73067838,0,2,2
610573,41.7531149,-87.55180355,0,2,2
